iter	Passed	Remaining
192	8800	36796
193	8845	36749
194	8888	36695
195	8941	36677
196	9000	36686
197	9061	36705
198	9120	36709
199	9173	36692
200	9228	36685
201	9281	36666
202	9336	36656
203	9391	36645
204	9447	36639
205	9511	36659
206	9584	36717
207	9660	36783
208	9712	36760
209	9767	36743
210	9821	36726
211	9878	36718
212	9927	36680
213	9975	36638
214	10023	36598
215	10069	36547
216	10117	36507
217	10169	36479
218	10214	36428
219	10262	36384
220	10306	36328
221	10349	36269
222	10392	36212
223	10439	36164
224	10496	36154
225	10541	36103
226	10585	36047
227	10629	35992
228	10676	35945
229	10720	35888
230	10766	35842
231	10810	35784
232	10853	35726
233	10896	35670
234	10948	35639
235	10992	35586
236	11036	35530
237	11080	35476
238	11126	35429
239	11168	35367
240	11210	35307
241	11254	35252
242	11300	35203
243	11345	35151
244	11388	35094
245	11432	35039
246	11475	34984
247	11520	34932
248	11563	34875
249	11605	34816
250	11647	34756
251	11690	34698
252	11732	34640
253	11774	34580
254	11814	34517
255	11858	34462
256	11899	34403
257	11941	34342
258	11984	34288
259	12028	34235
260	12075	34190
261	12121	34142
262	12163	34086
263	12206	34028
264	12250	33978
265	12294	33926
266	12337	33869
267	12380	33814
268	12422	33757
269	12464	33700
270	12508	33648
271	12550	33590
272	12592	33534
273	12634	33475
274	12676	33419
275	12720	33368
276	12764	33316
277	12807	33262
278	12850	33207
279	12893	33154
280	12936	33100
281	12980	33049
282	13023	32995
283	13066	32942
284	13110	32892
285	13155	32841
286	13198	32788
287	13240	32734
288	13282	32677
289	13324	32621
290	13366	32567
291	13409	32512
292	13452	32459
293	13493	32403
294	13535	32346
295	13577	32291
296	13619	32236
297	13662	32184
298	13704	32130
299	13746	32076
300	13789	32022
301	13831	31969
302	13875	31917
303	13918	31866
304	13963	31819
305	14009	31772
306	14051	31719
307	14096	31671
308	14138	31616
309	14179	31561
310	14223	31511
311	14267	31461
312	14313	31416
313	14357	31368
314	14399	31313
315	14443	31262
316	14483	31206
317	14527	31157
318	14570	31105
319	14611	31049
320	14655	30999
321	14697	30946
322	14738	30892
323	14781	30840
324	14824	30790
325	14870	30744
326	14912	30691
327	14955	30640
328	14999	30592
329	15041	30539
330	15084	30488
331	15126	30434
332	15169	30385
333	15212	30334
334	15260	30294
335	15303	30243
336	15346	30192
337	15389	30142
338	15432	30091
339	15475	30041
340	15519	29992
341	15562	29942
342	15604	29890
343	15646	29836
344	15687	29784
345	15731	29735
346	15774	29685
347	15817	29634
348	15860	29585
349	15904	29537
350	15948	29489
351	15997	29449
352	16050	29417
353	16096	29374
354	16141	29328
355	16183	29276
356	16226	29225
357	16267	29172
358	16310	29121
359	16352	29070
360	16393	29018
361	16437	28969
362	16484	28926
363	16528	28879
364	16570	28828
365	16613	28777
366	16657	28730
367	16698	28678
368	16743	28631
369	16787	28584
370	16829	28532
371	16871	28482
372	16913	28430
373	16957	28383
374	17001	28336
375	17042	28283
376	17083	28230
377	17126	28181
378	17167	28129
379	17210	28080
380	17252	28030
381	17295	27981
382	17340	27934
383	17383	27886
384	17431	27845
385	17473	27794
386	17517	27747
387	17559	27697
388	17602	27647
389	17645	27599
390	17690	27554
391	17733	27504
392	17774	27453
393	17816	27403
394	17862	27359
395	17907	27313
396	17954	27270
397	18009	27239
398	18053	27193
399	18098	27147
400	18143	27102
401	18187	27055
402	18230	27005
403	18274	26958
404	18316	26908
405	18359	26860
406	18401	26810
407	18444	26763
408	18495	26725
409	18543	26684
410	18594	26646
411	18643	26607
412	18702	26581
413	18767	26563
414	18833	26548
415	18882	26507
416	18931	26467
417	18979	26426
418	19027	26383
419	19072	26337
420	19119	26295
421	19166	26251
422	19212	26207
423	19263	26169
424	19310	26125
425	19358	26084
426	19406	26041
427	19453	25998
428	19507	25964
429	19568	25939
430	19617	25898
431	19667	25858
432	19716	25818
433	19769	25782
434	19823	25747
435	19878	25713
436	19928	25674
437	19980	25637
438	20030	25596
439	20079	25555
440	20126	25512
441	20172	25466
442	20220	25424
443	20266	25378
444	20314	25335
445	20359	25289
446	20409	25249
447	20455	25204
448	20503	25161
449	20552	25120
450	20600	25077
451	20648	25034
452	20696	24991
453	20744	24947
454	20788	24900
455	20835	24856
456	20883	24813
457	20932	24771
458	20982	24730
459	21030	24688
460	21078	24644
461	21123	24598
462	21166	24549
463	21210	24501
464	21253	24453
465	21296	24404
466	21339	24355
467	21387	24312
468	21433	24266
469	21480	24222
470	21526	24177
471	21572	24132
472	21621	24090
473	21670	24047
474	21718	24004
475	21764	23959
476	21811	23914
477	21859	23872
478	21905	23826
479	21951	23780
480	21998	23735
481	22045	23691
482	22092	23647
483	22142	23606
484	22188	23561
485	22235	23516
486	22281	23471
487	22328	23426
488	22376	23382
489	22422	23337
490	22468	23292
491	22517	23250
492	22565	23205
493	22613	23162
494	22662	23120
495	22709	23075
496	22753	23028
497	22802	22985
498	22848	22939
499	22893	22893
500	22940	22848
501	22986	22803
502	23033	22758
503	23078	22712
504	23124	22666
505	23168	22618
506	23213	22572
507	23260	22527
508	23304	22480
509	23348	22432
510	23392	22385
511	23439	22340
512	23482	22292
513	23529	22247
514	23574	22201
515	23621	22156
516	23666	22110
517	23716	22068
518	23766	22026
519	23815	21983
520	23864	21940
521	23907	21891
522	23950	21843
523	23993	21795
524	24037	21748
525	24082	21701
526	24130	21658
527	24181	21617
528	24233	21576
529	24282	21533
530	24331	21490
531	24379	21447
532	24428	21403
533	24492	21373
534	24544	21333
535	24596	21292
536	24645	21249
537	24692	21204
538	24743	21162
539	24792	21119
540	24845	21079
541	24912	21051
542	24961	21007
543	25008	20962
544	25058	20920
545	25106	20876
546	25155	20832
547	25203	20788
548	25251	20744
549	25300	20700
550	25348	20656
551	25403	20617
552	25454	20575
553	25502	20531
554	25550	20486
555	25597	20440
556	25644	20395
557	25690	20349
558	25738	20305
559	25784	20259
560	25830	20213
561	25876	20167
562	25921	20120
563	25964	20071
564	26008	20023
565	26053	19977
566	26096	19929
567	26141	19881
568	26184	19834
569	26228	19786
570	26270	19737
571	26312	19688
572	26355	19639
573	26398	19592
574	26443	19545
575	26485	19496
576	26529	19449
577	26575	19402
578	26620	19355
579	26668	19311
580	26712	19264
581	26759	19219
582	26804	19172
583	26854	19129
584	26898	19081
585	26942	19034
586	26995	18993
587	27041	18947
588	27086	18900
589	27130	18853
590	27177	18808
591	27221	18760
592	27266	18714
593	27313	18669
594	27358	18621
595	27401	18574
596	27447	18528
597	27494	18483
598	27540	18436
599	27586	18390
600	27634	18346
601	27679	18299
602	27723	18252
603	27769	18206
604	27816	18161
605	27858	18112
606	27903	18066
607	27948	18019
608	27992	17972
609	28050	17934
610	28094	17886
611	28139	17840
612	28181	17791
613	28224	17743
614	28270	17697
615	28313	17650
616	28355	17601
617	28397	17553
618	28439	17504
619	28484	17457
620	28532	17413
621	28579	17368
622	28626	17323
623	28674	17278
624	28719	17231
625	28766	17186
626	28812	17140
627	28859	17095
628	28906	17050
629	28952	17003
630	28999	16958
631	29047	16913
632	29101	16872
633	29147	16826
634	29196	16782
635	29244	16737
636	29288	16690
637	29331	16642
638	29374	16594
639	29417	16547
640	29458	16498
641	29501	16450
642	29544	16403
643	29587	16355
644	29633	16309
645	29679	16263
646	29725	16217
647	29767	16170
648	29814	16124
649	29860	16078
650	29906	16032
651	29951	15986
652	29993	15938
653	30041	15893
654	30084	15846
655	30127	15798
656	30169	15750
657	30211	15702
658	30255	15655
659	30297	15607
660	30344	15562
661	30389	15515
662	30432	15468
663	30476	15422
664	30519	15374
665	30561	15326
666	30605	15279
667	30649	15233
668	30692	15185
669	30736	15139
670	30779	15091
671	30822	15044
672	30870	14999
673	30918	14954
674	30963	14908
675	31010	14862
676	31056	14817
677	31100	14770
678	31147	14724
679	31192	14678
680	31240	14634
681	31287	14588
682	31334	14543
683	31381	14497
684	31432	14454
685	31477	14407
686	31522	14361
687	31567	14315
688	31612	14269
689	31656	14222
690	31700	14175
691	31744	14129
692	31789	14082
693	31834	14036
694	31880	13990
695	31924	13944
696	31969	13897
697	32020	13854
698	32066	13808
699	32115	13763
700	32159	13717
701	32202	13669
702	32245	13622
703	32288	13575
704	32333	13529
705	32384	13485
706	32433	13441
707	32482	13396
708	32535	13353
709	32588	13310
710	32638	13266
711	32687	13221
712	32738	13177
713	32785	13132
714	32836	13088
715	32885	13044
716	32935	12999
717	32985	12955
718	33035	12910
719	33084	12866
720	33135	12822
721	33184	12777
722	33233	12732
723	33296	12693
724	33349	12649
725	33398	12604
726	33447	12559
727	33495	12514
728	33543	12469
729	33592	12424
730	33642	12380
731	33691	12335
732	33738	12289
733	33786	12243
734	33834	12198
735	33881	12153
736	33927	12107
737	33976	12062
738	34019	12014
739	34064	11968
740	34109	11922
741	34153	11875
742	34197	11828
743	34241	11782
744	34289	11736
745	34334	11690
746	34377	11643
747	34421	11596
748	34466	11550
749	34509	11503
750	34553	11456
751	34601	11411
752	34645	11364
753	34688	11317
754	34744	11274
755	34802	11232
756	34850	11187
757	34897	11141
758	34943	11095
759	34987	11048
760	35029	11001
761	35072	10954
762	35117	10907
763	35166	10863
764	35217	10818
765	35267	10773
766	35317	10728
767	35366	10683
768	35413	10637
769	35461	10592
770	35519	10549
771	35568	10504
772	35620	10460
773	35671	10415
774	35721	10370
775	35771	10325
776	35822	10281
777	35868	10235
778	35915	10189
779	35960	10142
780	36008	10097
781	36053	10050
782	36097	10004
783	36143	9957
784	36189	9911
785	36236	9865
786	36278	9818
787	36326	9773
788	36370	9726
789	36415	9680
790	36462	9634
791	36507	9587
792	36557	9542
793	36602	9496
794	36651	9451
795	36698	9405
796	36743	9358
797	36788	9312
798	36832	9265
799	36875	9218
800	36916	9171
801	36960	9124
802	37004	9078
803	37049	9032
804	37092	8985
805	37138	8939
806	37183	8892
807	37227	8846
808	37272	8799
809	37314	8752
810	37360	8706
811	37402	8659
812	37447	8613
813	37489	8566
814	37532	8519
815	37574	8472
816	37616	8425
817	37660	8379
818	37702	8332
819	37746	8285
820	37788	8238
821	37831	8192
822	37876	8145
823	37922	8099
824	37969	8054
825	38012	8007
826	38056	7961
827	38100	7914
828	38142	7867
829	38187	7821
830	38231	7775
831	38275	7728
832	38317	7681
833	38361	7635
834	38404	7588
835	38447	7542
836	38489	7495
837	38534	7449
838	38575	7402
839	38618	7355
840	38662	7309
841	38706	7263
842	38751	7217
843	38798	7171
844	38842	7124
845	38885	7078
846	38928	7031
847	38971	6985
848	39015	6939
849	39058	6892
850	39101	6846
851	39146	6800
852	39189	6753
853	39231	6706
854	39274	6660
855	39316	6614
856	39359	6567
857	39402	6521
858	39445	6474
859	39490	6428
860	39534	6382
861	39577	6336
862	39623	6290
863	39667	6244
864	39711	6197
865	39754	6151
866	39798	6105
867	39841	6058
868	39883	6012
869	39926	5966
870	39968	5919
871	40013	5873
872	40059	5827
873	40102	5781
874	40149	5735
875	40193	5689
876	40240	5643
877	40283	5597
878	40345	5553
879	40386	5507
880	40427	5460
881	40470	5414
882	40511	5367
883	40555	5321
884	40599	5275
885	40642	5229
886	40685	5183
887	40726	5136
888	40771	5090
889	40815	5044
890	40857	4998
891	40900	4952
892	40944	4905
893	40989	4860
894	41034	4814
895	41076	4767
896	41120	4721
897	41162	4675
898	41204	4629
899	41248	4583
900	41291	4537
901	41335	4490
902	41376	4444
903	41419	4398
904	41461	4352
905	41503	4306
906	41545	4259
907	41586	4213
908	41629	4167
909	41672	4121
910	41715	4075
911	41760	4029
912	41805	3983
913	41849	3937
914	41894	3891
915	41936	3845
916	41979	3799
917	42024	3753
918	42068	3707
919	42110	3661
920	42152	3615
921	42195	3569
922	42238	3523
923	42281	3477
924	42326	3431
925	42379	3386
926	42430	3341
927	42481	3295
928	42530	3250
929	42579	3204
930	42627	3159
931	42675	3113
932	42733	3068
933	42793	3023
934	42852	2979
935	42912	2934
936	42961	2888
937	43009	2842
938	43058	2797
939	43107	2751
940	43161	2706
941	43215	2660
942	43265	2615
943	43314	2569
944	43362	2523
945	43410	2477
946	43458	2432
947	43506	2386
948	43550	2340
949	43595	2294
950	43646	2248
951	43698	2203
952	43749	2157
953	43799	2111
954	43846	2066
955	43893	2020
956	43937	1974
957	43982	1928
958	44026	1882
959	44071	1836
960	44114	1790
961	44157	1744
962	44201	1698
963	44245	1652
964	44289	1606
965	44333	1560
966	44377	1514
967	44422	1468
968	44466	1422
969	44511	1376
970	44554	1330
971	44598	1284
972	44642	1238
973	44687	1192
974	44733	1147
975	44777	1101
976	44821	1055
977	44865	1009
978	44911	963
979	44953	917
980	44999	871
981	45042	825
982	45085	779
983	45128	733
984	45171	687
985	45214	641
986	45257	596
987	45300	550
988	45347	504
989	45394	458
990	45441	412
991	45484	366
992	45526	320
993	45571	275
994	45615	229
995	45659	183
996	45702	137
997	45746	91
998	45791	45
999	45834	0
